,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
162,,1,A man in a white shirt speaks into a microphone as other men gather behind him at a public event. This implies that a man in a white shirt is making a speech in front of a crowd.," ""A man in a white shirt is speaking into a microphone.""  "," ""A man in a white shirt is making a speech in front of a crowd.""","IsInWhiteShirt(a),  IsSpeakingInto(a, b)","IsInWhiteShirt(a),  IsMakingSpeech(a, c),  IsInFrontOf(a, d)",[],"[(' A man in a white shirt', ' A man in a white shirt')]","[(' a microphone', ' a speech')]","IsInWhiteShirt(a) and IsSpeakingInto(a, b)","IsInWhiteShirt(a) and IsMakingSpeech(a, c) and IsInFrontOf(a, d)","(exists b (IsInWhiteShirt(a) and IsSpeakingInto(a, b))) -> (forall c (IsInWhiteShirt(a) and IsMakingSpeech(a, c) and IsInFrontOf(a, d)))","(exists a (exists b (IsInWhiteShirt(a) and IsSpeakingInto(a, b)))) -> (exists c (exists d (exists a (IsInWhiteShirt(a) and IsMakingSpeech(a, c) and IsInFrontOf(a, d)))))",LF
163,,1,A brown and white dog is chained up near a red chair. It follows that the dog is chained to a chair.," ""A brown and white dog is chained up near a red chair.""  "," ""The dog is chained to a chair.""","IsBrownAndWhite(a),  IsChainedUp(a),  IsNear(a,b),  IsRed(b)","IsChainedTo(c,d)",[],[],"[(' A brown and white dog', ' The dog')]","IsBrownAndWhite(a) and IsChainedUp(a) and IsNear(a,b) and IsRed(b)","IsChainedTo(c,d)","(exists a (IsBrownAndWhite(a) and IsChainedUp(a) and IsNear(a,b) and IsRed(b))) -> (forall c (IsChainedTo(c,d)))","(exists a (exists b (IsBrownAndWhite(a) and IsChainedUp(a) and IsNear(a,b) and IsRed(b)))) -> (exists c (exists d (IsChainedTo(c,d))))",LF
164,,1,"This is when daddy taught her how to ride her scooter. Consequently, daddy taught her."," ""Daddy taught her how to ride her scooter.""  "," ""Daddy taught her.""","Taught(a,  b),  KnowsHowToRide(b, c)","Taught(a, b)",[],"[(' Daddy', ' Daddy'), (' her', ' her')]",[],"Taught(a, b) and KnowsHowToRide(b, c)","Taught(a, b)","(Taught(a, b) and KnowsHowToRide(b, c)) -> (Taught(a, b))","(exists c (exists a (exists b (Taught(a, b) and KnowsHowToRide(b, c))))) -> (exists a (exists b (Taught(a, b))))",Valid
165,,1,"A small girl with short brown hair is pushing a pink scooter over grass with brown leaves with threes in the background. Therefore, the girl is outside."," ""A small girl with short brown hair is pushing a pink scooter over grass with brown leaves.""  "," ""The girl is outside.""","IsSmall(a),  HasShortBrownHair(a),  IsPushing(a, c),  IsOver(c, d),  HasBrownLeaves(d, e)",IsOutside(f),[],[],"[(' A small girl', ' The girl'), (' short brown hair', ' The girl')]","IsSmall(a) and HasShortBrownHair(a) and IsPushing(a, c) and IsOver(c, d) and HasBrownLeaves(d, e)",IsOutside(f),"(exists a (IsSmall(a) and HasShortBrownHair(a) and IsPushing(a, c) and IsOver(c, d) and HasBrownLeaves(d, e))) -> (forall f (IsOutside(f)))","(exists c (exists d (exists a (exists e (IsSmall(a) and HasShortBrownHair(a) and IsPushing(a, c) and IsOver(c, d) and HasBrownLeaves(d, e)))))) -> (exists f (IsOutside(f)))",LF
166,,1,"A man wearing a black cap is suspended in the air on a swing, as children are swinging on a swing set. Hence, a man in a black hat is swinging with some children."," ""A man wearing a black cap is suspended in the air on a swing.""  "," ""A man in a black hat is swinging with some children.""","IsWearingBlackCap(a),  IsSuspendedInAir(a),  IsOnSwing(a,b)","IsWearingBlackHat(c),  IsSwinging(c),  IsWithChildren(c, d)",[],[],"[(' A man in a black hat', ' A man wearing a black cap')]","IsWearingBlackCap(a) and IsSuspendedInAir(a) and IsOnSwing(a,b)","IsWearingBlackHat(c) and IsSwinging(c) and IsWithChildren(c, d)","(forall a (IsWearingBlackCap(a) and IsSuspendedInAir(a) and IsOnSwing(a,b))) -> (exists c (IsWearingBlackHat(c) and IsSwinging(c) and IsWithChildren(c, d)))","(exists a (exists b (IsWearingBlackCap(a) and IsSuspendedInAir(a) and IsOnSwing(a,b)))) -> (exists c (exists d (IsWearingBlackHat(c) and IsSwinging(c) and IsWithChildren(c, d))))",LF
167,,1,"A man with a blue, collared shirt sits in front of another man. This implies that a man sits in front of another man."," ""A man with a blue, collared shirt sits in front of another man.""  "," ""A man sits in front of another man.""","IsInBlueCollaredShirt(b),  IsSittingInFrontOf(b,a)","IsSittingInFrontOf(d,a)",[],"[(' another man', ' another man')]","[(' collared shirt', ' A man'), (' collared shirt', ' another man')]","IsInBlueCollaredShirt(b) and IsSittingInFrontOf(b,a)","IsSittingInFrontOf(d,a)","(IsInBlueCollaredShirt(b) and IsSittingInFrontOf(b,a)) -> (IsSittingInFrontOf(d,a))","(exists a (exists b (IsInBlueCollaredShirt(b) and IsSittingInFrontOf(b,a)))) -> (exists d (exists a (IsSittingInFrontOf(d,a))))",Valid
168,,1,"A young man in an orange shirt, maneuvers a skateboard at the top of a ramp. Therefore, a person rides a skateboard."," ""A young man in an orange shirt maneuvers a skateboard at the top of a ramp.""  "," ""A young man rides a skateboard.""","IsYoung(a),  IsInOrangeShirt(a),  HasSkateboard(a),  IsAtTopOfRamp(a, d)","IsYoung(a),  RidesSkateboard(a, b)",[],"[(' A young man', ' A young man'), (' a skateboard', ' a skateboard')]",[],"IsYoung(a) and IsInOrangeShirt(a) and HasSkateboard(a) and IsAtTopOfRamp(a, d)","IsYoung(a) and RidesSkateboard(a, b)","(IsYoung(a) and IsInOrangeShirt(a) and HasSkateboard(a) and IsAtTopOfRamp(a, d)) -> (IsYoung(a) and RidesSkateboard(a, b))","(exists d (exists a (IsYoung(a) and IsInOrangeShirt(a) and HasSkateboard(a) and IsAtTopOfRamp(a, d)))) -> (exists a (exists b (IsYoung(a) and RidesSkateboard(a, b))))",LF
169,,1,"A large group of people walking in a busy city at night. Consequently, people are walking a city.", A large group of people is walking in a busy city at night.  , People are walking in a city.,"HasLargeGroup(a),  IsWalking(a),  IsInBusyCity(b),  IsAtNight(c)","HasPeople(d),  IsWalking(d),  IsInCity(e)",[],[],"[(' A large group of people', ' People'), (' a city', ' A large group of people'), (' People', ' a busy city'), (' a busy city', ' a city'), (' night', ' a city')]",HasLargeGroup(a) and IsWalking(a) and IsInBusyCity(b) and IsAtNight(c),HasPeople(d) and IsWalking(d) and IsInCity(e),(exists c (forall b (forall a (exists a (HasLargeGroup(a) and IsWalking(a) and IsInBusyCity(b) and IsAtNight(c)))))) -> (forall e (exists e (forall d (HasPeople(d) and IsWalking(d) and IsInCity(e))))),(exists c (exists a (exists b (HasLargeGroup(a) and IsWalking(a) and IsInBusyCity(b) and IsAtNight(c))))) -> (exists d (exists e (HasPeople(d) and IsWalking(d) and IsInCity(e)))),LF
170,,1,"A group of people are walking by a van. Therefore, some people outdoors."," ""A group of people are walking by a van.""  "," ""Some people are outdoors.""","IsWalkingBy(a, b)",IsOutdoors(c),[],[],"[(' Some people', ' A group of people'), (' outdoors', ' A group of people')]","IsWalkingBy(a, b)",IsOutdoors(c),"(forall a (IsWalkingBy(a, b))) -> (exists c (IsOutdoors(c)))","(exists a (exists b (IsWalkingBy(a, b)))) -> (exists c (IsOutdoors(c)))",LF
171,,1,"A white and a black dog fighting in a fenced in room. As a consequence, the dogs are fighting."," ""A white dog and a black dog are fighting in a fenced in room.""  "," ""The dogs are fighting.""","IsWhiteDog(a),  IsBlackDog(b),  IsInFencedRoom(a),  IsInFencedRoom(b),  IsFighting(a,b)",IsFighting(d),[],[],"[(' A white dog', ' The dogs'), (' a black dog', ' The dogs')]","IsWhiteDog(a) and IsBlackDog(b) and IsInFencedRoom(a) and IsInFencedRoom(b) and IsFighting(a,b)",IsFighting(d),"(exists b (exists a (IsWhiteDog(a) and IsBlackDog(b) and IsInFencedRoom(a) and IsInFencedRoom(b) and IsFighting(a,b)))) -> (forall d (IsFighting(d)))","(exists a (exists b (IsWhiteDog(a) and IsBlackDog(b) and IsInFencedRoom(a) and IsInFencedRoom(b) and IsFighting(a,b)))) -> (exists d (IsFighting(d)))",
172,,1,"A white greyhound dog wearing a muzzle runs around a track. Hence, the dog is racing other dogs."," ""A white greyhound dog wearing a muzzle runs around a track.""  "," ""The dog is racing other dogs.""","IsWhiteGreyhoundDog(a),  IsWearingMuzzle(a),  RunsAroundTrack(a, c)","IsRacing(d, e)",[],[],"[(' A white greyhound dog', ' The dog'), (' A white greyhound dog', ' other dogs')]","IsWhiteGreyhoundDog(a) and IsWearingMuzzle(a) and RunsAroundTrack(a, c)","IsRacing(d, e)","(exists a (IsWhiteGreyhoundDog(a) and IsWearingMuzzle(a) and RunsAroundTrack(a, c))) -> (forall e (forall d (IsRacing(d, e))))","(exists c (exists a (IsWhiteGreyhoundDog(a) and IsWearingMuzzle(a) and RunsAroundTrack(a, c)))) -> (exists d (exists e (IsRacing(d, e))))",LF
173,,1,The pitcher is pitching the ball in a game of baseball. It follows that the pitcher throws the ball.," ""The pitcher is pitching the ball in a game of baseball.""  "," ""The pitcher throws the ball.""","IsPitching(a, b),  IsInGame(a, c)","IsThrowing(a, b)",[],"[(' The pitcher', ' The pitcher'), (' the ball', ' the ball')]","[(' The pitcher', ' a game of baseball'), (' the ball', ' a game of baseball')]","IsPitching(a, b) and IsInGame(a, c)","IsThrowing(a, b)","(forall c (IsPitching(a, b) and IsInGame(a, c))) -> (exists b (exists a (IsThrowing(a, b))))","(exists c (exists a (exists b (IsPitching(a, b) and IsInGame(a, c))))) -> (exists a (exists b (IsThrowing(a, b))))",LF
174,,1,"Girl in a red coat, blue head wrap and jeans is making a snow angel. As a consequence, a girl outside plays in the snow."," ""A girl in a red coat, blue head wrap, and jeans is making a snow angel.""  "," ""A girl outside plays in the snow.""","IsInRedCoat(a),  IsInBlueHeadWrap(a),  IsInJeans(a),  IsMakingSnowAngel(a)","IsOutside(e),  PlaysInSnow(e)",[],[],"[(' A girl in a red coat', ' A girl'), (' snow angel', ' the snow')]",IsInRedCoat(a) and IsInBlueHeadWrap(a) and IsInJeans(a) and IsMakingSnowAngel(a),IsOutside(e) and PlaysInSnow(e),(exists a (IsInRedCoat(a) and IsInBlueHeadWrap(a) and IsInJeans(a) and IsMakingSnowAngel(a))) -> (forall e (IsOutside(e) and PlaysInSnow(e))),(exists a (IsInRedCoat(a) and IsInBlueHeadWrap(a) and IsInJeans(a) and IsMakingSnowAngel(a))) -> (exists e (IsOutside(e) and PlaysInSnow(e))),LF
175,,1,"Men in an office with computers and a projector screen. Consequently, there are computers and a projector screen in the room."," ""Men are in an office with computers and a projector screen.""  "," ""There are computers and a projector screen in the room.""","IsInOffice(b),  HasComputers(c),  HasProjectorScreen(c)","IsInRoom(a),  IsInRoom(e)",[],"[(' computers', ' computers')]","[(' the room', ' an office'), (' a projector screen', ' projector screen')]",IsInOffice(b) and HasComputers(c) and HasProjectorScreen(c),IsInRoom(a) and IsInRoom(e),(IsInOffice(b) and HasComputers(c) and HasProjectorScreen(c)) -> (IsInRoom(a) and IsInRoom(e)),(exists c (exists b (IsInOffice(b) and HasComputers(c) and HasProjectorScreen(c)))) -> (exists a (exists e (IsInRoom(a) and IsInRoom(e)))),LF
176,,1,"A small child in a red jacket is sitting on a man's shoulders and holding his head. Therefore, the child's hands are on the man's head."," ""A small child in a red jacket is sitting on a man's shoulders and holding his head.""  ",,"IsSmall(a), IsInRedJacket(a), IsSittingOnShoulders(a, c), IsHoldingHead(a, d)",Input Sentence: ,[],[],"[(' a red jacket', ''), (' a man', ''), ('', ' his head')]",,,,,
177,,1,Three girls are standing and talking to each other. It follows that three girls are talking.," ""Three girls are standing and talking to each other.""  "," ""Three girls are talking.""","IsStanding(a),  IsTalking(a)",IsTalking(a),[],"[(' Three girls', ' Three girls')]",[],IsStanding(a) and IsTalking(a),IsTalking(a),(IsStanding(a) and IsTalking(a)) -> (IsTalking(a)),(exists a (IsStanding(a) and IsTalking(a))) -> (exists a (IsTalking(a))),Valid
178,,1,"a man with a cap and not wearing shirt is laying a wooden bench. Consequently, a man relaxes on a bench."," ""A man with a cap is laying on a wooden bench.""  "," ""A man relaxes on a bench.""","IsWearingCap(a),  IsLayingOn(b)","IsRelaxing(c),  IsOn(d)",[],[],"[(' a wooden bench', ' a bench')]",IsWearingCap(a) and IsLayingOn(b),"IsRelaxing(c) and IsOn(c,d)","(exists b (IsWearingCap(a) and IsLayingOn(b))) -> (forall d (IsRelaxing(c) and IsOn(c,d)))","(exists a (exists b (IsWearingCap(a) and IsLayingOn(b)))) -> (exists c (exists d (IsRelaxing(c) and IsOn(c,d))))",LF
179,,1,"A man in a red shirt is being filmed by another man on a sports field with a huge audience of people watching and cheering. Therefore, the man is being filmed by another man."," ""A man in a red shirt is being filmed by another man on a sports field.""  "," ""The man in a red shirt is being filmed by another man.""","IsInRedShirt(b),  IsFilmedBy(b, a),  IsOnSportsField(b, c)","IsInRedShirt(d),  IsFilmedBy(d, a)",[],"[(' another man', ' another man')]","[(' The man in a red shirt', ' A man in a red shirt'), (' A man in a red shirt', ' another man'), (' The man in a red shirt', ' another man')]","IsInRedShirt(b) and IsFilmedBy(b, a) and IsOnSportsField(b, c)","IsInRedShirt(d) and IsFilmedBy(d, a)","(forall a (forall b (IsInRedShirt(b) and IsFilmedBy(b, a) and IsOnSportsField(b, c)))) -> (forall a (exists d (IsInRedShirt(d) and IsFilmedBy(d, a))))","(exists c (exists a (exists b (IsInRedShirt(b) and IsFilmedBy(b, a) and IsOnSportsField(b, c))))) -> (exists d (exists a (IsInRedShirt(d) and IsFilmedBy(d, a))))",Valid
180,,1,"A man in a suit cheering in a library in front of children. Thus, a guy is cheering near some children."," ""A man in a suit is cheering in a library in front of children.""  "," ""A guy is cheering near some children.""","IsInSuit(a),  IsInLibrary(a),  IsCheering(a),  IsInFrontOf(a, c)","IsCheering(d),  IsNear(d, e)",[],[],"[(' A man in a suit', ' A guy'), (' children', ' some children')]","IsInSuit(a) and IsInLibrary(a) and IsCheering(a) and IsInFrontOf(a, c)","IsCheering(d) and IsNear(d, e)","(exists c (exists a (IsInSuit(a) and IsInLibrary(a) and IsCheering(a) and IsInFrontOf(a, c)))) -> (forall e (forall d (IsCheering(d) and IsNear(d, e))))","(exists c (exists a (IsInSuit(a) and IsInLibrary(a) and IsCheering(a) and IsInFrontOf(a, c)))) -> (exists d (exists e (IsCheering(d) and IsNear(d, e))))",LF
181,,1,A man in suit waiting for the green light. This implies that a man waits at a red light.," ""A man in a suit is waiting for the green light.""  "," ""A man waits at a red light.""","IsInSuit(a),  IsWaiting(a),  IsGreenLight(b)","IsWaiting(c),  IsRedLight(d)",[],[],"[(' A man in a suit', ' A man')]",IsInSuit(a) and IsWaiting(a) and IsGreenLight(b),IsWaiting(c) and IsRedLight(d),(exists a (IsInSuit(a) and IsWaiting(a) and IsGreenLight(b))) -> (forall c (IsWaiting(c) and IsRedLight(d))),(exists a (exists b (IsInSuit(a) and IsWaiting(a) and IsGreenLight(b)))) -> (exists c (exists d (IsWaiting(c) and IsRedLight(d)))),LF
182,,1,"A man smokes while leaning against a pillar, which has a ""missing person"" flier posted on it. Thus, a guy smoking against a wall with a flier on it."," ""A man smokes while leaning against a pillar with a 'missing person' flier posted on it.""  "," ""A guy smoking against a wall has a flier on it.""  ","IsSmoking(a),  IsLeaningAgainst(a,b),  HasFlierPostedOn(b,c)","IsSmoking(d),  IsLeaningAgainst(d,e),  HasFlierOn(e,f)",[],[],"[(' A guy', ' A man'), (' it', ' a pillar'), (' a flier', "" a 'missing person' flier""), ("" a 'missing person' flier"", ' it')]","IsSmoking(a) and IsLeaningAgainst(a,b) and HasFlierPostedOn(b,c)","IsSmoking(d) and IsLeaningAgainst(d,e) and HasFlierOn(e,f)","(forall c (forall a (IsSmoking(a) and IsLeaningAgainst(a,b) and HasFlierPostedOn(b,c)))) -> (exists f (exists d (IsSmoking(d) and IsLeaningAgainst(d,e) and HasFlierOn(e,f))))","(exists c (exists a (exists b (IsSmoking(a) and IsLeaningAgainst(a,b) and HasFlierPostedOn(b,c))))) -> (exists d (exists e (exists f (IsSmoking(d) and IsLeaningAgainst(d,e) and HasFlierOn(e,f)))))",LF
183,,1,"A woman is standing at a podium. Thus, a person is at a podium."," ""A woman is standing at a podium.""  "," ""A person is at a podium.""","IsStanding(b, a)","IsAt(c, a)",[],"[(' a podium', ' a podium')]",[],"IsStanding(b, a)","IsAt(c, a)","(IsStanding(b, a)) -> (IsAt(c, a))","(exists a (exists b (IsStanding(b, a)))) -> (exists c (exists a (IsAt(c, a))))",LF
184,,1,Four boys are about to be hit by an approaching wave. It follows that a wave is about hit some boys.," ""Four boys are about to be hit by an approaching wave.""  "," ""A wave is about to hit some boys.""","IsAboutToBeHit(a, b),  IsApproaching(b)","IsAboutToHit(c, d)",[],[],"[(' Four boys', ' some boys'), (' an approaching wave', ' A wave'), (' some boys', ' an approaching wave')]","IsAboutToBeHit(a, b) and IsApproaching(b)","IsAboutToHit(c, d)","(forall b (exists b (exists a (IsAboutToBeHit(a, b) and IsApproaching(b))))) -> (forall c (forall d (IsAboutToHit(c, d))))","(exists a (exists b (IsAboutToBeHit(a, b) and IsApproaching(b)))) -> (exists c (exists d (IsAboutToHit(c, d))))",LF
185,,1,"people are sitting on a bench in front of buildings. Thus, some people are seated on a bench outside."," ""People are sitting on a bench in front of buildings.""  "," ""Some people are seated on a bench outside.""","IsSitting(b, a),  IsInFrontOf(b, c)","IsSeated(d, a)",[],"[(' a bench', ' a bench')]","[(' People', ' Some people')]","IsSitting(b, a) and IsInFrontOf(b, c)","IsSeated(d, a)","(exists b (IsSitting(b, a) and IsInFrontOf(b, c))) -> (forall d (IsSeated(d, a)))","(exists c (exists a (exists b (IsSitting(b, a) and IsInFrontOf(b, c))))) -> (exists d (exists a (IsSeated(d, a))))",LF
186,,1,The skateboarder is jumping his board in the air while another skateboarder watches. This implies that a skateboarder is jumping.," ""A skateboarder is jumping his board in the air.""  "," ""A skateboarder is jumping.""","IsSkateboarding(a),  IsInAir(b)",IsJumping(a),[],"[(' A skateboarder', ' A skateboarder')]",[],IsSkateboarding(a) and IsInAir(b),IsJumping(a),(IsSkateboarding(a) and IsInAir(b)) -> (IsJumping(a)),(exists a (exists b (IsSkateboarding(a) and IsInAir(b)))) -> (exists a (IsJumping(a))),LF
187,,1,"A man wearing a black hat and coat makes a face with a crowd behind him. As a consequence, a guy is standing near a crowd of people."," ""A man wearing a black hat and coat makes a face with a crowd behind him.""  "," ""A guy is standing near a crowd of people.""","IsWearingBlackHat(a),  IsWearingCoat(a),  MakesFace(a),  IsBehindCrowd(e)","IsStandingNear(f, g)",[],[],"[(' A guy', ' A man'), (' a coat', ' a crowd of people'), (' a face', ' a crowd of people'), (' a crowd', ' a crowd of people')]",IsWearingBlackHat(a) and IsWearingCoat(a) and MakesFace(a) and IsBehindCrowd(e),"IsStandingNear(f, g)","(exists e (forall a (IsWearingBlackHat(a) and IsWearingCoat(a) and MakesFace(a) and IsBehindCrowd(e)))) -> (forall g (exists f (IsStandingNear(f, g))))","(exists a (exists e (IsWearingBlackHat(a) and IsWearingCoat(a) and MakesFace(a) and IsBehindCrowd(e)))) -> (exists g (exists f (IsStandingNear(f, g))))",LF
188,,1,"A group of soldiers march in a parade. Thus, a group of people march in a parade."," ""A group of soldiers march in a parade.""  "," ""A group of people march in a parade.""","IsInParade(b),  IsMarching(b)","IsInParade(c),  IsMarching(c)",[],"[(' a parade', ' a parade')]","[(' a parade', ' A group of people')]",IsInParade(a) and IsMarching(b),IsInParade(a) and IsMarching(c),(exists a (IsInParade(a) and IsMarching(b))) -> (forall c (IsInParade(a) and IsMarching(c))),(exists a (exists b (IsInParade(a) and IsMarching(b)))) -> (exists c (exists a (IsInParade(a) and IsMarching(c)))),Valid
189,,1,The 3 dogs are cruising down the street. This implies that three dogs together.," ""Three dogs are cruising down the street.""  "," ""Three dogs are together.""","IsCruising(a, b)",IsTogether(a),[],"[(' Three dogs', ' Three dogs')]",[],"IsCruising(a, b)",IsTogether(a),"(IsCruising(a, b)) -> (IsTogether(a))","(exists a (exists b (IsCruising(a, b)))) -> (exists a (IsTogether(a)))",LF
190,,1,"The gentleman is speaking while the others are listening. As a consequence, the man is being given respect."," ""The gentleman is speaking.""  "," ""The gentleman is being given respect.""",IsSpeaking(a),"IsBeingGiven(a, b)",[],"[(' The gentleman', ' The gentleman')]","[(' respect', ' The gentleman')]",IsSpeaking(a),"IsBeingGiven(a, b)","(forall a (IsSpeaking(a))) -> (exists b (IsBeingGiven(a, b)))","(exists a (IsSpeaking(a))) -> (exists a (exists b (IsBeingGiven(a, b))))",LF
191,,1,"One child in black is walking down a hill covered in white snow while 2 children are on their knees. Thus, there are three children in this picture, and they are all outside.", One child in black is walking down a hill covered in white snow and two children are on their knees.  , Three children are all outside.,"IsInBlack(a),  IsWalking(a),  IsOnHill(a,c),  IsCoveredInSnow(c,d),  IsOnKnees(e)",IsOutside(f),[],[],[],"IsInBlack(a) and IsWalking(a) and IsOnHill(a,c) and IsCoveredInSnow(c,d) and IsOnKnees(e)",IsOutside(f),"(IsInBlack(a) and IsWalking(a) and IsOnHill(a,c) and IsCoveredInSnow(c,d) and IsOnKnees(e)) -> (IsOutside(f))","(exists c (exists d (exists a (exists e (IsInBlack(a) and IsWalking(a) and IsOnHill(a,c) and IsCoveredInSnow(c,d) and IsOnKnees(e)))))) -> (exists f (IsOutside(f)))",LF
192,,1,A group of people are sight seeing and taking pictures. It follows that there are a group of people.," ""A group of people are sightseeing and taking pictures.""  "," ""There is a group of people.""","IsSightseeing(a),  IsTakingPictures(a)",IsGroupOfPeople(a),[],"[(' A group of people', ' a group of people')]",[],IsSightseeing(a) and IsTakingPictures(a),IsGroupOfPeople(a),(IsSightseeing(a) and IsTakingPictures(a)) -> (IsGroupOfPeople(a)),(exists a (IsSightseeing(a) and IsTakingPictures(a))) -> (exists a (IsGroupOfPeople(a))),LF
193,,1,"Army men grilling a lot of meat while his troop looks on. Hence, some of the people here have been in the armed forces."," ""Army men are grilling a lot of meat.""  "," ""Some of the people here have been in the armed forces.""","IsArmyMan(a),  IsGrilling(a, b),  HasMeat(b)","IsPerson(c),  HasBeenInArmedForces(c,d)",[],[],"[(' Army men', ' the armed forces')]","IsArmyMan(a) and IsGrilling(a, b) and HasMeat(b)","IsPerson(c) and HasBeenInArmedForces(c,d)","(exists a (IsArmyMan(a) and IsGrilling(a, b) and HasMeat(b))) -> (forall d (IsPerson(c) and HasBeenInArmedForces(c,d)))","(exists a (exists b (IsArmyMan(a) and IsGrilling(a, b) and HasMeat(b)))) -> (exists c (exists d (IsPerson(c) and HasBeenInArmedForces(c,d))))",LF
194,,1,"The basketball player in red is challenging the player in white for the ball. Consequently, people are playing basketball."," ""The basketball player in red is challenging the player in white for the ball.""  "," ""People are playing basketball.""","IsInRed(a),  IsInWhite(b),  IsChallenging(a, b),  IsFor(c)","IsPlaying(d, e)",[],[],"[(' the ball', ' basketball')]","IsInRed(a) and IsInWhite(b) and IsChallenging(a, b) and IsFor(c)","IsPlaying(d, e)","(exists c (IsInRed(a) and IsInWhite(b) and IsChallenging(a, b) and IsFor(c))) -> (forall e (IsPlaying(d, e)))","(exists c (exists a (exists b (IsInRed(a) and IsInWhite(b) and IsChallenging(a, b) and IsFor(c))))) -> (exists d (exists e (IsPlaying(d, e))))",LF
195,,1,"A older man with gray hair wearing a gray suit next to a green and yellow taxi. Thus, a older man with gray hair wearing a gray suit."," ""An older man with gray hair is wearing a gray suit.""  "," ""An older man with gray hair is next to a green and yellow taxi.""","IsOlder(a),  HasGrayHair(a),  IsWearingGraySuit(a)","IsOlder(a),  HasGrayHair(a),  IsNextTo(a,d)",[],"[(' An older man', ' An older man'), (' gray hair', ' gray hair')]","[(' gray hair', ' An older man'), (' gray hair', ' An older man'), (' gray suit', ' An older man')]",IsOlder(a) and HasGrayHair(a) and IsWearingGraySuit(a),"IsOlder(a) and HasGrayHair(a) and IsNextTo(a,d)","(IsOlder(a) and HasGrayHair(a) and IsWearingGraySuit(a)) -> (IsOlder(a) and HasGrayHair(a) and IsNextTo(a,d))","(exists a (IsOlder(a) and HasGrayHair(a) and IsWearingGraySuit(a))) -> (exists d (exists a (IsOlder(a) and HasGrayHair(a) and IsNextTo(a,d))))",LF
196,,1,"A man drops something, reaching for it while a woman in a beige blazer discusses an important topic. Hence, a woman is talking while a man is reaching for something."," ""A woman in a beige blazer discusses an important topic while a man drops something and reaches for it.""  "," ""A woman is talking while a man is reaching for something.""","IsInBeigeBlazer(b),  Discusses(c, b),  Drops(a, d),  ReachesFor(a, d)","IsTalking(d),  ReachesFor(a, b)",[],"[(' a man', ' a man'), (' a man', ' something'), (' something', ' something')]","[(' A woman in a beige blazer', ' A woman'), (' something', ' an important topic'), (' A woman', ' something'), (' a man', ' something')]","IsInBeigeBlazer(b) and Discusses(c, b) and Drops(a, d) and ReachesFor(a, d)","IsTalking(d) and ReachesFor(a, a)","(exists a (exists d (forall c (exists b (IsInBeigeBlazer(b) and Discusses(c, b) and Drops(a, d) and ReachesFor(a, d)))))) -> (forall a (exists a (forall d (IsTalking(d) and ReachesFor(a, a)))))","(exists c (exists d (exists a (exists b (IsInBeigeBlazer(b) and Discusses(c, b) and Drops(a, d) and ReachesFor(a, d)))))) -> (exists d (exists a (IsTalking(d) and ReachesFor(a, a))))",LF
197,,1,A crowd watching a skateboarder. This implies that a person is skateboarding., A crowd is watching a skateboarder.  , A person is skateboarding.,"IsWatching(a, b)",IsSkateboarding(c),[],[],[],"IsWatching(a, b)",IsSkateboarding(c),"(IsWatching(a, b)) -> (IsSkateboarding(c))","(exists a (exists b (IsWatching(a, b)))) -> (exists c (IsSkateboarding(c)))",LF
198,,1,"A male guitar player is vigorously singing a not to a song in a poorly lit room. As a consequence, a man is singing indoors."," ""A male guitar player is vigorously singing a note to a song in a poorly lit room.""  "," ""A man is singing indoors.""","IsMale(a),  IsGuitarPlayer(a),  IsSinging(a),  IsNote(b),  IsSong(c),  IsPoorlyLit(d)","IsMan(e),  IsSinging(e),  IsIndoors(e)",[],[],[],IsMale(a) and IsGuitarPlayer(a) and IsSinging(a) and IsNote(b) and IsSong(c) and IsPoorlyLit(d),IsMan(e) and IsSinging(e) and IsIndoors(e),(IsMale(a) and IsGuitarPlayer(a) and IsSinging(a) and IsNote(b) and IsSong(c) and IsPoorlyLit(d)) -> (IsMan(e) and IsSinging(e) and IsIndoors(e)),(exists c (exists d (exists a (exists b (IsMale(a) and IsGuitarPlayer(a) and IsSinging(a) and IsNote(b) and IsSong(c) and IsPoorlyLit(d)))))) -> (exists e (IsMan(e) and IsSinging(e) and IsIndoors(e))),LF
199,,1,"The sun breaks through the trees as a child rides a swing. Thus, a child rides a swing in the daytime."," ""The sun breaks through the trees as a child rides a swing.""  "," ""A child rides a swing in the daytime.""","IsBreakingThrough(c, d),  IsRiding(a, b)","IsRiding(a, b),  IsInDaytime(e)",[],"[(' a child', ' A child'), (' a swing', ' a swing')]",[],"IsBreakingThrough(c, d) and IsRiding(a, b)","IsRiding(a, b) and IsInDaytime(e)","(IsBreakingThrough(c, d) and IsRiding(a, b)) -> (IsRiding(a, b) and IsInDaytime(e))","(exists c (exists d (exists a (exists b (IsBreakingThrough(c, d) and IsRiding(a, b)))))) -> (exists a (exists b (exists e (IsRiding(a, b) and IsInDaytime(e)))))",LF
