,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
61,fallacy of credibility,0,"Howard Browman , a marine scientist for 35 years , has published a review in the ICES Journal of Marine Science of all the papers published on the subject . His verdict could hardly be more damning . The methodology used by the studies was often flawed ; contrary studies suggesting that ocean acidification wasn ’ t a threat had sometimes had difficulty finding a publisher .", The methodology used by the studies on ocean acidification was often flawed and contrary studies had difficulty finding a publisher., Ocean acidification is not a threat.,"IsUsedBy(b, a),  IsContrary(c),  HasDifficultyFinding(c, d)",IsNotAThreat(e),[],[],"[(' the studies on ocean acidification', ' Ocean acidification')]","(IsUsedBy(b, a) and IsContrary(c)) and HasDifficultyFinding(c, d)",IsNotAThreat(e),"(exists b ((IsUsedBy(b, a) and IsContrary(c)) and HasDifficultyFinding(c, d))) -> (forall e (IsNotAThreat(e)))","(exists a (exists c (exists d (exists b ((IsUsedBy(b, a) and IsContrary(c)) and HasDifficultyFinding(c, d)))))) -> (exists e (IsNotAThreat(e)))",
62,intentional,0,"In June last year , a severe heatwave claimed over 1,000 lives in Karachi , Pakistan . Severe drought caused food shortages for millions of people in Ethiopia , with a lack of rainfall resulting in “ intense and widespread ” forest fires in Indonesia that belched out a vast quantity of greenhouse gas ."," A severe heatwave claimed over 1,000 lives in Karachi, Pakistan. Severe drought caused food shortages for millions of people in Ethiopia. A lack of rainfall resulted in intense and widespread forest fires in Indonesia that belched out a vast quantity of greenhouse gas.  ", Extreme weather events cause significant harm to people and the environment.,"ClaimedLives(a),  IsSevere(a)","CauseHarm(b,c),  CauseHarm(b,d)","[('CauseHarm(b,c)', '  IsSevere(a)'), ('  IsSevere(a)', '  CauseHarm(b,d)'), ('  CauseHarm(b,d)', '  IsSevere(a)')]",[],[],IsSevere(a) and ClaimedLives(a),"CauseHarm(b,c) and CauseHarm(b,d)","(IsSevere(a) and ClaimedLives(a) & (forall a (forall c (forall b (CauseHarm(b,c) ->   IsSevere(a))))) & (forall a (forall d (forall b (  IsSevere(a) ->   CauseHarm(b,d))))) & (forall a (forall d (forall b (  CauseHarm(b,d) ->   IsSevere(a)))))) -> (CauseHarm(b,c) and CauseHarm(b,d))","(exists a (IsSevere(a) and ClaimedLives(a)) & (forall e (forall f (forall g (CauseHarm(e,f) ->   IsSevere(g))))) & (forall i (forall h (forall j (  IsSevere(h) ->   CauseHarm(i,j))))) & (forall l (forall k (forall m (  CauseHarm(k,l) ->   IsSevere(m)))))) -> (exists c (exists d (exists b (CauseHarm(b,c) and CauseHarm(b,d)))))",Valid
63,intentional,0,The rate of sea-level rise has not accelerated ., The rate of sea-level rise has not accelerated.  , Sea-level rise is not a significant problem.,HasNotAccelerated(a),IsNotSignificantProblem(b),"[('HasNotAccelerated(a)', 'IsNotSignificantProblem(b)'), ('IsNotSignificantProblem(b)', 'HasNotAccelerated(a)')]",[],"[(' The rate of sea-level rise', ' Sea-level rise')]",HasNotAccelerated(a),~IsSignificantProblem(b),(exists a (HasNotAccelerated(a)) & (forall a (forall b (HasNotAccelerated(a) -> IsNotSignificantProblem(b)))) & (forall a (forall b (IsNotSignificantProblem(b) -> HasNotAccelerated(a))))) -> (forall b (~IsSignificantProblem(b))),(exists a (HasNotAccelerated(a)) & (forall c (forall d (HasNotAccelerated(c) -> IsNotSignificantProblem(d)))) & (forall e (forall f (IsNotSignificantProblem(e) -> HasNotAccelerated(f))))) -> (exists b (~IsSignificantProblem(b))),LF
64,false dilemma,0,Just because we are alive today does not mean we change major planetary systems that operated for billions of years ., We are alive today.  , We do not change major planetary systems that operated for billions of years.,IsAlive(a),"DoNotChange(a, c),  OperatesFor(d, c)","[('IsAlive(a)', 'DoNotChange(a, c)')]",[],[],IsAlive(a),"DoNotChange(a, c) and OperatesFor(d, c)","(IsAlive(a) & (forall a (forall c (IsAlive(a) -> DoNotChange(a, c))))) -> (DoNotChange(a, c) and OperatesFor(d, c))","(exists a (IsAlive(a)) & (forall e (forall f (IsAlive(e) -> DoNotChange(e,f))))) -> (exists a (exists c (exists d (DoNotChange(a, c) and OperatesFor(d, c)))))",LF
65,appeal to emotion,0,,,,,,[],[],[],,,() -> (),() -> (),
66,fallacy of credibility,0,"“ The predictions of what ’ s going to happen over the next 20 , 30 , 40 years — it ’ s real , ” said Mr. Tuckman , the founder of a company offering creative services to the retail industry ."," ""The predictions of what is going to happen over the next 20, 30, 40 years are real."""," ""The future predictions are accurate.""","ArePredictions(a),  IsGoingToHappen(b),  IsGoingToHappen(c),  IsGoingToHappen(d),  IsReal(a)","AreFuturePredictions(e),  AreAccurate(e)","[('ArePredictions(a)', 'AreFuturePredictions(e)'), ('AreFuturePredictions(e)', 'ArePredictions(a)'), ('ArePredictions(a)', '  AreAccurate(e)'), ('  AreAccurate(e)', 'ArePredictions(a)'), ('  IsGoingToHappen(b)', 'AreFuturePredictions(e)'), ('  IsGoingToHappen(b)', '  AreAccurate(e)'), ('  IsGoingToHappen(c)', 'AreFuturePredictions(e)'), ('  IsGoingToHappen(c)', '  AreAccurate(e)'), ('  IsGoingToHappen(d)', 'AreFuturePredictions(e)'), ('  IsGoingToHappen(d)', '  AreAccurate(e)'), ('  IsReal(a)', '  AreAccurate(e)'), ('  AreAccurate(e)', '  IsReal(a)')]",[],"[(' The predictions', ' The future predictions')]",ArePredictions(a) and IsGoingToHappen(b) and IsGoingToHappen(c) and IsGoingToHappen(d) and IsReal(a),AreFuturePredictions(e) and AreAccurate(e),(exists a (ArePredictions(a) and IsGoingToHappen(b) and IsGoingToHappen(c) and IsGoingToHappen(d) and IsReal(a)) & (forall a (forall e (ArePredictions(a) -> AreFuturePredictions(e)))) & (forall e (forall a (AreFuturePredictions(e) -> ArePredictions(a)))) & (forall a (forall e (ArePredictions(a) ->   AreAccurate(e)))) & (forall e (forall a (  AreAccurate(e) -> ArePredictions(a)))) & (forall e (forall b (  IsGoingToHappen(b) -> AreFuturePredictions(e)))) & (forall e (forall b (  IsGoingToHappen(b) ->   AreAccurate(e)))) & (forall e (forall c (  IsGoingToHappen(c) -> AreFuturePredictions(e)))) & (forall e (forall c (  IsGoingToHappen(c) ->   AreAccurate(e)))) & (forall e (forall d (  IsGoingToHappen(d) -> AreFuturePredictions(e)))) & (forall e (forall d (  IsGoingToHappen(d) ->   AreAccurate(e)))) & (forall a (forall e (  IsReal(a) ->   AreAccurate(e)))) & (forall e (forall a (  AreAccurate(e) ->   IsReal(a))))) -> (forall e (AreFuturePredictions(e) and AreAccurate(e))),(exists a (exists c (exists d (exists b (ArePredictions(a) and IsGoingToHappen(b) and IsGoingToHappen(c) and IsGoingToHappen(d) and IsReal(a))))) & (forall f (forall g (ArePredictions(f) -> AreFuturePredictions(g)))) & (forall i (forall h (AreFuturePredictions(h) -> ArePredictions(i)))) & (forall j (forall k (ArePredictions(j) ->   AreAccurate(k)))) & (forall l (forall m (  AreAccurate(l) -> ArePredictions(m)))) & (forall o (forall n (  IsGoingToHappen(n) -> AreFuturePredictions(o)))) & (forall p (forall q (  IsGoingToHappen(p) ->   AreAccurate(q)))) & (forall r (forall s (  IsGoingToHappen(r) -> AreFuturePredictions(s)))) & (forall u (forall t (  IsGoingToHappen(t) ->   AreAccurate(u)))) & (forall v (forall w (  IsGoingToHappen(v) -> AreFuturePredictions(w)))) & (forall x (forall y (  IsGoingToHappen(x) ->   AreAccurate(y)))) & (forall z (  IsReal(z) ->   AreAccurate({))) & (  AreAccurate(|) ->   IsReal(}))) -> (exists e (AreFuturePredictions(e) and AreAccurate(e))),
67,fallacy of relevance,0,"In the past decade China has increased its carbon dioxide emissions by 53 per cent , 12 times Australia ’ s total carbon dioxide output of 1.3 per cent of the global total ."," ""China has increased its carbon dioxide emissions by 53 per cent in the past decade."""," ""China is a significant contributor to global carbon dioxide emissions.""","HasIncreasedEmissions(a, b)","IsContributor(a, d)",[],"[(' China', ' China')]","[(' China', ' global carbon dioxide emissions'), (' its carbon dioxide emissions', ' global carbon dioxide emissions')]","HasIncreasedEmissions(a, b)","IsContributor(a, d)","(exists b (exists a (HasIncreasedEmissions(a, b)))) -> (forall d (IsContributor(a, d)))","(exists a (exists b (HasIncreasedEmissions(a, b)))) -> (exists a (exists d (IsContributor(a, d))))",LF
68,appeal to emotion,0,"At six feet , though , around 12 million people in the United States would be displaced , and the world ’ s most vulnerable megacities , like Shanghai , Mumbai , and Ho Chi Minh City , could be wiped off the map ."," At six feet, around 12 million people in the United States would be displaced and the world’s most vulnerable megacities, like Shanghai, Mumbai, and Ho Chi Minh City, could be wiped off the map.  ", Rising sea levels of six feet could cause massive displacement and destruction of megacities.,"IsSixFeet(a),  AreDisplaced(b),  AreIn(c, b),  AreVulnerable(d),  IsMegacity(e),  IsMegacity(f),  IsMegacity(g),  IsWipedOffMap(d)","IsSixFeet(i),  CausesMassiveDisplacement(h, j),  CausesDestruction(h, k),  AffectsMegacities(k, l)","[('  IsWipedOffMap(d)', '  AffectsMegacities(k, l)')]",[],"[(' Six feet', ' feet'), (' world’s most vulnerable megacities', ' megacities'), (' Shanghai', ' megacities'), (' Mumbai', ' megacities'), (' Ho Chi Minh City', ' megacities')]","IsSixFeet(a) and (AreDisplaced(b) and AreIn(c, b) and (IsMegacity(e) or IsMegacity(f) or IsMegacity(g)) and AreVulnerable(d) and IsWipedOffMap(d))","IsSixFeet(i) and (CausesMassiveDisplacement(h, j) and CausesDestruction(h, k)) and AffectsMegacities(k, l)","(exists g (exists f (exists e (exists d (exists a (IsSixFeet(a) and (AreDisplaced(b) and AreIn(c, b) and (IsMegacity(e) or IsMegacity(f) or IsMegacity(g)) and AreVulnerable(d) and IsWipedOffMap(d))))))) & (forall l (forall d (forall k (  IsWipedOffMap(d) ->   AffectsMegacities(k, l)))))) -> (forall l (forall i (IsSixFeet(i) and (CausesMassiveDisplacement(h, j) and CausesDestruction(h, k)) and AffectsMegacities(k, l))))","(exists c (exists b (exists e (exists f (exists g (exists a (exists d (IsSixFeet(a) and (AreDisplaced(b) and AreIn(c, b) and (IsMegacity(e) or IsMegacity(f) or IsMegacity(g)) and AreVulnerable(d) and IsWipedOffMap(d))))))))) & (forall o (forall n (forall m (  IsWipedOffMap(m) ->   AffectsMegacities(n,o)))))) -> (exists i (exists j (exists k (exists h (exists l (IsSixFeet(i) and (CausesMassiveDisplacement(h, j) and CausesDestruction(h, k)) and AffectsMegacities(k, l)))))))",LF
69,appeal to emotion,0,And then you get scared ., You get scared.  , Something makes you scared.,IsScared(a),"IsScared(a),  MakesScared(b, a)","[('IsScared(a)', '  MakesScared(b, a)')]","[(' You', ' you')]",[],IsScared(a),"MakesScared(b, a)","(IsScared(a) & (forall a (forall b (IsScared(a) ->   MakesScared(b, a))))) -> (MakesScared(b, a))","(exists a (IsScared(a)) & (forall e (forall f (forall d (IsScared(d) ->   MakesScared(e,f)))))) -> (exists a (exists b (MakesScared(b, a))))",Valid
70,fallacy of credibility,0,"Extreme melting and changes to the climate may have released pressure on to the continent , allowing the ground to rise up , a Nature report claims ."," Extreme melting and changes to the climate have released pressure on the continent, allowing the ground to rise up.", The ground is rising up due to extreme melting and changes to the climate.,"HasReleasedPressure(a, d),  AllowsToRise(b)","IsRising(b),  IsDueTo(a, e)","[('  AllowsToRise(b)', 'IsRising(b)'), ('IsRising(b)', '  AllowsToRise(b)')]","[(' Extreme melting', ' extreme melting'), (' ground', ' The ground')]","[(' Extreme melting', ' the climate'), (' changes to the climate', ' the climate')]","HasReleasedPressure(a, d) and AllowsToRise(b)","IsRising(b) and IsDueTo(a, e)","(exists a (HasReleasedPressure(a, d) and AllowsToRise(b)) & (forall b (  AllowsToRise(b) -> IsRising(b))) & (forall b (IsRising(b) ->   AllowsToRise(b)))) -> (forall e (IsRising(b) and IsDueTo(a, e)))","(exists a (exists d (exists b (HasReleasedPressure(a, d) and AllowsToRise(b)))) & (forall h (  AllowsToRise(h) -> IsRising(h))) & (forall i (IsRising(i) ->   AllowsToRise(i)))) -> (exists a (exists e (exists b (IsRising(b) and IsDueTo(a, e)))))",LF
71,appeal to emotion,0,Australia ’ s symbolic suicidal climate policy just makes everybody poorer ., Australia's climate policy is symbolic and suicidal.  , Everybody becomes poorer.,"IsSymbolic(a),  IsSuicidal(a)",BecomesPoorer(b),[],[],[],IsSymbolic(a) and IsSuicidal(a),BecomesPoorer(b),(IsSymbolic(a) and IsSuicidal(a)) -> (BecomesPoorer(b)),(exists a (IsSymbolic(a) and IsSuicidal(a))) -> (exists b (BecomesPoorer(b))),LF
72,fallacy of relevance,0,"As the BBC reported in May , scientists suspect smallpox and the bubonic plague are trapped in Siberian ice , too — an abridged history of devastating human sickness , left out like egg salad in the Arctic sun ."," ""Scientists suspect smallpox and the bubonic plague are trapped in Siberian ice."""," ""Smallpox and the bubonic plague could cause devastating human sickness.""","IsSuspectedByScientists(a),  IsSuspectedByScientists(b),  IsTrappedInSiberianIce(a),  IsTrappedInSiberianIce(b)","CouldCauseHumanSickness(a),  CouldCauseHumanSickness(b)","[('IsSuspectedByScientists(a)', 'CouldCauseHumanSickness(a)'), ('  IsSuspectedByScientists(b)', '  CouldCauseHumanSickness(b)'), ('  CouldCauseHumanSickness(b)', '  IsSuspectedByScientists(b)'), ('  IsTrappedInSiberianIce(a)', 'CouldCauseHumanSickness(a)'), ('  IsTrappedInSiberianIce(a)', '  CouldCauseHumanSickness(b)'), ('  IsTrappedInSiberianIce(b)', '  CouldCauseHumanSickness(b)')]","[(' smallpox', ' Smallpox'), (' the bubonic plague', ' the bubonic plague')]","[(' smallpox', ' human sickness'), (' the bubonic plague', ' human sickness')]",(IsSuspectedByScientists(a) and IsTrappedInSiberianIce(a)) and (IsSuspectedByScientists(b) and IsTrappedInSiberianIce(b)),CouldCauseHumanSickness(a) and CouldCauseHumanSickness(b),((IsSuspectedByScientists(a) and IsTrappedInSiberianIce(a)) and (IsSuspectedByScientists(b) and IsTrappedInSiberianIce(b)) & (forall a (IsSuspectedByScientists(a) -> CouldCauseHumanSickness(a))) & (forall b (  IsSuspectedByScientists(b) ->   CouldCauseHumanSickness(b))) & (forall b (  CouldCauseHumanSickness(b) ->   IsSuspectedByScientists(b))) & (forall a (  IsTrappedInSiberianIce(a) -> CouldCauseHumanSickness(a))) & (forall a (forall b (  IsTrappedInSiberianIce(a) ->   CouldCauseHumanSickness(b)))) & (forall b (  IsTrappedInSiberianIce(b) ->   CouldCauseHumanSickness(b)))) -> (CouldCauseHumanSickness(a) and CouldCauseHumanSickness(b)),(exists a (exists b ((IsSuspectedByScientists(a) and IsTrappedInSiberianIce(a)) and (IsSuspectedByScientists(b) and IsTrappedInSiberianIce(b)))) & (forall g (IsSuspectedByScientists(g) -> CouldCauseHumanSickness(g))) & (forall h (  IsSuspectedByScientists(h) ->   CouldCauseHumanSickness(h))) & (forall i (  CouldCauseHumanSickness(i) ->   IsSuspectedByScientists(i))) & (forall j (  IsTrappedInSiberianIce(j) -> CouldCauseHumanSickness(j))) & (forall l (forall k (  IsTrappedInSiberianIce(k) ->   CouldCauseHumanSickness(l)))) & (forall m (  IsTrappedInSiberianIce(m) ->   CouldCauseHumanSickness(m)))) -> (exists a (exists b (CouldCauseHumanSickness(a) and CouldCauseHumanSickness(b)))),
73,ad hominem,0,,,,,,[],[],[],,,() -> (),() -> (),
74,false dilemma,0,"The highest record temperature ever reported was 136 degrees Fahrenheit in Libya in 1922 . The record high temperature for the United States was 134 degrees Fahrenheit in Death Valley , California in 1913 . Fossil fuel emissions in 1913 and 1922 were negligible compared to today ."," The highest recorded temperature was 136 degrees Fahrenheit in Libya in 1922, and the record high temperature for the United States was 134 degrees Fahrenheit in Death Valley, California in 1913. Fossil fuel emissions in 1913 and 1922 were negligible compared to today.", Current high temperatures are not caused by fossil fuel emissions.,"IsRecordedIn(b, c),  IsRecordedIn(d),  IsRecordedIn(e),  IsRecordedIn(h),  IsIn(g, f),  IsNegligibleComparedTo(a, i)","AreNotCausedBy(j, a)","[('AreNotCausedBy(j, a)', '  IsNegligibleComparedTo(a, i)')]","[(' fossil fuel emissions', ' fossil fuel emissions')]",[],"(IsRecordedIn(b, c) and IsRecordedIn(d)) and (IsRecordedIn(e) and IsRecordedIn(h)) and IsIn(g, f) and IsNegligibleComparedTo(a, i)","AreNotCausedBy(j, a)","((IsRecordedIn(b, c) and IsRecordedIn(d)) and (IsRecordedIn(e) and IsRecordedIn(h)) and IsIn(g, f) and IsNegligibleComparedTo(a, i) & (forall i (forall j (forall a (AreNotCausedBy(j, a) ->   IsNegligibleComparedTo(a, i)))))) -> (AreNotCausedBy(j, a))","(exists i (exists c (exists b (exists e (exists f (exists g (exists h (exists a (exists d ((IsRecordedIn(b, c) and IsRecordedIn(d)) and (IsRecordedIn(e) and IsRecordedIn(h)) and IsIn(g, f) and IsNegligibleComparedTo(a, i)))))))))) & (forall n (forall l (forall k (forall m (AreNotCausedBy(k,l) ->   IsNegligibleComparedTo(m,n))))))) -> (exists j (exists a (AreNotCausedBy(j, a))))",
