,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
62,intentional,0,"In June last year , a severe heatwave claimed over 1,000 lives in Karachi , Pakistan . Severe drought caused food shortages for millions of people in Ethiopia , with a lack of rainfall resulting in “ intense and widespread ” forest fires in Indonesia that belched out a vast quantity of greenhouse gas ."," A severe heatwave claimed over 1,000 lives in Karachi, Pakistan. Severe drought caused food shortages for millions of people in Ethiopia. Lack of rainfall resulted in intense and widespread forest fires in Indonesia that belched out a vast quantity of greenhouse gas."," Climate events cause loss of life, food shortages, and increased greenhouse gas emissions.","IsSevere(b),  ClaimedLives(b, c),  InLocation(d, e),  IsSevere(f),  CausedFoodShortages(f, a),  ForMillionsOfPeople(a, g),  InLocation(g, h),  LackOf(i),  CausedForestFires(i, j),  InLocation(j, k),  BelchedOut(j, l),  IsVastQuantity(l)","CauseLossOfLife(m, n),  CauseFoodShortages(m, a),  CauseIncreasedEmissions(m, o)","[('IsSevere(b)', 'CauseLossOfLife(m, n)'), ('CauseLossOfLife(m, n)', 'IsSevere(b)'), ('  ClaimedLives(b, c)', 'CauseLossOfLife(m, n)'), ('CauseLossOfLife(m, n)', '  ClaimedLives(b, c)'), ('  InLocation(d, e)', 'CauseLossOfLife(m, n)'), ('  IsSevere(f)', '  CauseFoodShortages(m, a)'), ('CauseLossOfLife(m, n)', '  CausedFoodShortages(f, a)'), ('  CausedFoodShortages(f, a)', '  CauseFoodShortages(m, a)'), ('  CauseFoodShortages(m, a)', '  CausedFoodShortages(f, a)'), ('  CauseFoodShortages(m, a)', '  ForMillionsOfPeople(a, g)'), ('  LackOf(i)', 'CauseLossOfLife(m, n)'), ('  LackOf(i)', '  CauseFoodShortages(m, a)'), ('  CauseIncreasedEmissions(m, o)', '  IsVastQuantity(l)')]","[(' food shortages', ' food shortages')]","[(' Heatwave', ' Climate events'), (' drought', ' Climate events'), (' food shortages', ' Climate events'), (' rainfall', ' Climate events'), (' forest fires', ' Climate events'), (' greenhouse gas', ' greenhouse gas emissions')]","(IsSevere(b) and ClaimedLives(b, c) and InLocation(d, e)) and (IsSevere(f) and CausedFoodShortages(f, a) and ForMillionsOfPeople(a, g) and InLocation(g, h)) and (LackOf(i) and CausedForestFires(i, j) and InLocation(j, k) and BelchedOut(j, l) and IsVastQuantity(l))","CauseLossOfLife(m, n) and CauseFoodShortages(m, a) and CauseIncreasedEmissions(m, o)","(exists l (exists j (exists i (exists a (exists f (exists b ((IsSevere(b) and ClaimedLives(b, c) and InLocation(d, e)) and (IsSevere(f) and CausedFoodShortages(f, a) and ForMillionsOfPeople(a, g) and InLocation(g, h)) and (LackOf(i) and CausedForestFires(i, j) and InLocation(j, k) and BelchedOut(j, l) and IsVastQuantity(l)))))))) & (forall b (forall m (forall n (IsSevere(b) -> CauseLossOfLife(m, n))))) & (forall b (forall m (forall n (CauseLossOfLife(m, n) -> IsSevere(b))))) & (forall b (forall m (forall n (forall c (  ClaimedLives(b, c) -> CauseLossOfLife(m, n)))))) & (forall b (forall m (forall n (forall c (CauseLossOfLife(m, n) ->   ClaimedLives(b, c)))))) & (forall d (forall n (forall m (forall e (  InLocation(d, e) -> CauseLossOfLife(m, n)))))) & (forall a (forall f (forall m (  IsSevere(f) ->   CauseFoodShortages(m, a))))) & (forall a (forall f (forall m (forall n (CauseLossOfLife(m, n) ->   CausedFoodShortages(f, a)))))) & (forall a (forall f (forall m (  CausedFoodShortages(f, a) ->   CauseFoodShortages(m, a))))) & (forall a (forall f (forall m (  CauseFoodShortages(m, a) ->   CausedFoodShortages(f, a))))) & (forall a (forall g (forall m (  CauseFoodShortages(m, a) ->   ForMillionsOfPeople(a, g))))) & (forall m (forall n (forall i (  LackOf(i) -> CauseLossOfLife(m, n))))) & (forall a (forall m (forall i (  LackOf(i) ->   CauseFoodShortages(m, a))))) & (forall o (forall m (forall l (  CauseIncreasedEmissions(m, o) ->   IsVastQuantity(l)))))) -> (forall o (forall m (CauseLossOfLife(m, n) and CauseFoodShortages(m, a) and CauseIncreasedEmissions(m, o))))","(exists c (exists f (exists j (exists e (exists h (exists i (exists a (exists d (exists g (exists b (exists l (exists k ((IsSevere(b) and ClaimedLives(b, c) and InLocation(d, e)) and (IsSevere(f) and CausedFoodShortages(f, a) and ForMillionsOfPeople(a, g) and InLocation(g, h)) and (LackOf(i) and CausedForestFires(i, j) and InLocation(j, k) and BelchedOut(j, l) and IsVastQuantity(l)))))))))))))) & (forall r (forall p (forall q (IsSevere(p) -> CauseLossOfLife(q,r))))) & (forall u (forall t (forall s (CauseLossOfLife(s,t) -> IsSevere(u))))) & (forall v (forall y (forall w (forall x (  ClaimedLives(v,w) -> CauseLossOfLife(x,y)))))) & (forall z (CauseLossOfLife(z,{) ->   ClaimedLives(|,}))) & (  InLocation(~,) -> CauseLossOfLife(,)) & (  IsSevere() ->   CauseFoodShortages(,)) & (CauseLossOfLife(,) ->   CausedFoodShortages(,)) & (  CausedFoodShortages(,) ->   CauseFoodShortages(,)) & (  CauseFoodShortages(,) ->   CausedFoodShortages(,)) & (  CauseFoodShortages(,) ->   ForMillionsOfPeople(,)) & (  LackOf() -> CauseLossOfLife(,)) & (  LackOf() ->   CauseFoodShortages(,)) & (  CauseIncreasedEmissions(,) ->   IsVastQuantity())) -> (exists a (exists o (exists m (exists n (CauseLossOfLife(m, n) and CauseFoodShortages(m, a) and CauseIncreasedEmissions(m, o))))))",0
63,intentional,0,The rate of sea-level rise has not accelerated ., The rate of sea-level rise has not accelerated.  , Sea-level rise is not a worsening issue.,HasNotAccelerated(a),IsNotWorseningIssue(a),"[('HasNotAccelerated(a)', 'IsNotWorseningIssue(a)'), ('IsNotWorseningIssue(a)', 'HasNotAccelerated(a)')]","[(' Sea-level rise', ' The rate of sea-level rise')]",[],~HasAccelerated(a),~IsWorseningIssue(a),(~HasAccelerated(a) & (forall a (HasNotAccelerated(a) -> IsNotWorseningIssue(a))) & (forall a (IsNotWorseningIssue(a) -> HasNotAccelerated(a)))) -> (~IsWorseningIssue(a)),(exists a (~HasAccelerated(a)) & (forall c (HasNotAccelerated(c) -> IsNotWorseningIssue(c))) & (forall d (IsNotWorseningIssue(d) -> HasNotAccelerated(d)))) -> (exists a (~IsWorseningIssue(a))),1
64,false dilemma,0,Just because we are alive today does not mean we change major planetary systems that operated for billions of years ., We are alive today.  , We should not change major planetary systems that operated for billions of years.,IsAlive(a),"IsMajor(c),  IsPlanetarySystem(c)",[],[],[],IsAlive(a),IsMajor(c) and IsPlanetarySystem(c),(IsAlive(a)) -> (IsMajor(c) and IsPlanetarySystem(c)),(exists a (IsAlive(a))) -> (exists c (IsMajor(c) and IsPlanetarySystem(c))),0
65,appeal to emotion,0,," ""The watermelon was really big.""  "," ""This watermelon is from a special farm.""",IsReallyBig(a),"IsFrom(b, c),  IsSpecial(c)",[],[],[],IsReallyBig(a),"IsFrom(b, c) and IsSpecial(c)","(IsReallyBig(a)) -> (IsFrom(b, c) and IsSpecial(c))","(exists a (IsReallyBig(a))) -> (exists b (exists c (IsFrom(b, c) and IsSpecial(c))))",0
66,fallacy of credibility,0,"“ The predictions of what ’ s going to happen over the next 20 , 30 , 40 years — it ’ s real , ” said Mr. Tuckman , the founder of a company offering creative services to the retail industry ."," ""Mr. Tuckman, the founder of a company offering creative services to the retail industry, believes the predictions of what is going to happen over the next 20, 30, 40 years are real."""," ""The predictions of what is going to happen over the next 20, 30, 40 years are real.""","IsFounder(b, c),  OffersCreativeServices(d, e),  ToRetailIndustry(d, f),  Believes(b, a),  AreReal(a)","IsGoingToHappen(a, g),  IsGoingToHappen(a, h),  IsGoingToHappen(a, i),  AreReal(a)","[('  IsGoingToHappen(a, h)', '  Believes(b, a)'), ('  Believes(b, a)', '  AreReal(a)'), ('  AreReal(a)', '  Believes(b, a)'), ('  IsGoingToHappen(a, h)', '  AreReal(a)'), ('  IsGoingToHappen(a, i)', '  AreReal(a)')]","[(' predictions', ' The predictions')]",[],"IsFounder(b, c) and OffersCreativeServices(d, e) and ToRetailIndustry(d, f) and Believes(b, a) and AreReal(a)","(IsGoingToHappen(a, g) and IsGoingToHappen(a, h) and IsGoingToHappen(a, i)) and AreReal(a)","(IsFounder(b, c) and OffersCreativeServices(d, e) and ToRetailIndustry(d, f) and Believes(b, a) and AreReal(a) & (forall a (forall b (forall h (  IsGoingToHappen(a, h) ->   Believes(b, a))))) & (forall a (forall b (  Believes(b, a) ->   AreReal(a)))) & (forall a (forall b (  AreReal(a) ->   Believes(b, a)))) & (forall a (forall h (  IsGoingToHappen(a, h) ->   AreReal(a)))) & (forall a (forall i (  IsGoingToHappen(a, i) ->   AreReal(a))))) -> ((IsGoingToHappen(a, g) and IsGoingToHappen(a, h) and IsGoingToHappen(a, i)) and AreReal(a))","(exists c (exists f (exists e (exists a (exists d (exists b (IsFounder(b, c) and OffersCreativeServices(d, e) and ToRetailIndustry(d, f) and Believes(b, a) and AreReal(a))))))) & (forall l (forall n (forall m (forall k (  IsGoingToHappen(k,l) ->   Believes(m,n)))))) & (forall o (forall p (forall q (  Believes(o,p) ->   AreReal(q))))) & (forall r (forall t (forall s (  AreReal(r) ->   Believes(s,t))))) & (forall u (forall v (  IsGoingToHappen(u,v) ->   AreReal(u)))) & (forall w (forall x (  IsGoingToHappen(w,x) ->   AreReal(w))))) -> (exists a (exists g (exists h (exists i ((IsGoingToHappen(a, g) and IsGoingToHappen(a, h) and IsGoingToHappen(a, i)) and AreReal(a))))))",1
67,fallacy of relevance,0,"In the past decade China has increased its carbon dioxide emissions by 53 per cent , 12 times Australia ’ s total carbon dioxide output of 1.3 per cent of the global total ."," ""In the past decade, China has increased its carbon dioxide emissions by 53 percent, 12 times Australia's total carbon dioxide output."""," ""China has a significant impact on global carbon dioxide emissions.""","InPastDecade(b),  HasIncreased(a, c, d),  IsTotalCarbonDioxideOutput(e)","HasSignificantImpactOn(a, f)",[],"[(' China', ' China')]","[(' China', ' global carbon dioxide emissions'), (' carbon dioxide emissions', ' global carbon dioxide emissions'), ("" Australia's total carbon dioxide output"", ' global carbon dioxide emissions')]","InPastDecade(b) and HasIncreased(a, c, d) and IsTotalCarbonDioxideOutput(e)","HasSignificantImpactOn(a, f)","(exists e (exists c (exists a (InPastDecade(b) and HasIncreased(a, c, d) and IsTotalCarbonDioxideOutput(e))))) -> (forall f (HasSignificantImpactOn(a, f)))","(exists c (exists e (exists a (exists d (exists b (InPastDecade(b) and HasIncreased(a, c, d) and IsTotalCarbonDioxideOutput(e))))))) -> (exists a (exists f (HasSignificantImpactOn(a, f))))",0
68,appeal to emotion,0,"At six feet , though , around 12 million people in the United States would be displaced , and the world ’ s most vulnerable megacities , like Shanghai , Mumbai , and Ho Chi Minh City , could be wiped off the map ."," At six feet rise, around 12 million people in the United States would be displaced, and the world’s most vulnerable megacities, like Shanghai, Mumbai, and Ho Chi Minh City, could be wiped off the map.  "," Shanghai, Mumbai, and Ho Chi Minh City could disappear if sea levels rise six feet.","IsDisplaced(d),  IsIn(e,d),  IsVulnerable(f),  IsPartOf(a,f),  IsPartOf(b,f),  IsPartOf(c,f),  IsWipedOff(g,f)","IsDisappear(a),  IsDisappear(b),  IsDisappear(c),  Rise(h)","[('IsDisplaced(d)', 'IsDisappear(a)'), ('IsDisplaced(d)', '  Rise(h)'), ('  Rise(h)', 'IsDisplaced(d)'), ('  IsVulnerable(f)', 'IsDisappear(a)'), ('IsDisappear(a)', '  IsVulnerable(f)'), ('  IsDisappear(b)', '  IsVulnerable(f)'), ('  Rise(h)', '  IsVulnerable(f)'), ('IsDisappear(a)', '  IsPartOf(a,f)'), ('  IsDisappear(b)', '  IsPartOf(b,f)'), ('  IsWipedOff(g,f)', 'IsDisappear(a)'), ('IsDisappear(a)', '  IsWipedOff(g,f)'), ('  IsWipedOff(g,f)', '  IsDisappear(b)'), ('  IsDisappear(b)', '  IsWipedOff(g,f)'), ('  IsWipedOff(g,f)', '  IsDisappear(c)'), ('  IsDisappear(c)', '  IsWipedOff(g,f)'), ('  Rise(h)', '  IsWipedOff(g,f)')]","[(' Shanghai', ' Shanghai'), (' Mumbai', ' Mumbai'), (' Ho Chi Minh City', ' Ho Chi Minh City')]","[(' the world’s most vulnerable megacities', ' Shanghai'), (' the world’s most vulnerable megacities', ' Mumbai'), (' the world’s most vulnerable megacities', ' Ho Chi Minh City')]","(AtSixFeetRise and IsIn(e,d) and IsDisplaced(d)) and (IsVulnerable(f) and IsPartOf(a,f) and IsPartOf(b,f) and IsPartOf(c,f) and IsWipedOff(g,f))",(Rise(h) and (IsDisappear(a) and IsDisappear(b) and IsDisappear(c))),"(exists f ((AtSixFeetRise and IsIn(e,d) and IsDisplaced(d)) and (IsVulnerable(f) and IsPartOf(a,f) and IsPartOf(b,f) and IsPartOf(c,f) and IsWipedOff(g,f))) & (forall d (forall a (IsDisplaced(d) -> IsDisappear(a)))) & (forall d (forall h (IsDisplaced(d) ->   Rise(h)))) & (forall d (forall h (  Rise(h) -> IsDisplaced(d)))) & (forall a (forall f (  IsVulnerable(f) -> IsDisappear(a)))) & (forall a (forall f (IsDisappear(a) ->   IsVulnerable(f)))) & (forall b (forall f (  IsDisappear(b) ->   IsVulnerable(f)))) & (forall f (forall h (  Rise(h) ->   IsVulnerable(f)))) & (forall a (forall f (IsDisappear(a) ->   IsPartOf(a,f)))) & (forall b (forall f (  IsDisappear(b) ->   IsPartOf(b,f)))) & (forall a (forall g (forall f (  IsWipedOff(g,f) -> IsDisappear(a))))) & (forall a (forall g (forall f (IsDisappear(a) ->   IsWipedOff(g,f))))) & (forall b (forall g (forall f (  IsWipedOff(g,f) ->   IsDisappear(b))))) & (forall g (forall b (forall f (  IsDisappear(b) ->   IsWipedOff(g,f))))) & (forall g (forall f (forall c (  IsWipedOff(g,f) ->   IsDisappear(c))))) & (forall g (forall f (forall c (  IsDisappear(c) ->   IsWipedOff(g,f))))) & (forall g (forall f (forall h (  Rise(h) ->   IsWipedOff(g,f)))))) -> (forall c (forall b (forall a ((Rise(h) and (IsDisappear(a) and IsDisappear(b) and IsDisappear(c)))))))","(exists c (exists f (exists e (exists d (exists a (exists g (exists b ((AtSixFeetRise and IsIn(e,d) and IsDisplaced(d)) and (IsVulnerable(f) and IsPartOf(a,f) and IsPartOf(b,f) and IsPartOf(c,f) and IsWipedOff(g,f))))))))) & (forall j (forall i (IsDisplaced(i) -> IsDisappear(j)))) & (forall l (forall k (IsDisplaced(k) ->   Rise(l)))) & (forall m (forall n (  Rise(m) -> IsDisplaced(n)))) & (forall o (forall p (  IsVulnerable(o) -> IsDisappear(p)))) & (forall r (forall q (IsDisappear(q) ->   IsVulnerable(r)))) & (forall t (forall s (  IsDisappear(s) ->   IsVulnerable(t)))) & (forall u (forall v (  Rise(u) ->   IsVulnerable(v)))) & (forall w (forall x (IsDisappear(w) ->   IsPartOf(w,x)))) & (forall y (forall z (  IsDisappear(y) ->   IsPartOf(y,z)))) & (  IsWipedOff({,|) -> IsDisappear(})) & (IsDisappear(~) ->   IsWipedOff(,)) & (  IsWipedOff(,) ->   IsDisappear()) & (  IsDisappear() ->   IsWipedOff(,)) & (  IsWipedOff(,) ->   IsDisappear()) & (  IsDisappear() ->   IsWipedOff(,)) & (  Rise() ->   IsWipedOff(,))) -> (exists a (exists b (exists h (exists c ((Rise(h) and (IsDisappear(a) and IsDisappear(b) and IsDisappear(c))))))))",0
69,appeal to emotion,0,And then you get scared ., You get scared.  , Something causes you to be scared.,IsScared(a),"IsScared(a),  Causes(b, IsScared(a))","[('  Causes(b, IsScared(a))', 'IsScared(a)')]","[(' You', ' you')]",[],IsScared(a),"Causes(b, IsScared(a))","(IsScared(a) & (forall a (forall b (  Causes(b, IsScared(a)) -> IsScared(a))))) -> (Causes(b, IsScared(a)))","(exists a (IsScared(a)) & (forall d (forall f (forall e (  Causes(d,e) -> IsScared(f)))))) -> (exists a (exists b (Causes(b, IsScared(a)))))",1
70,fallacy of credibility,0,"Extreme melting and changes to the climate may have released pressure on to the continent , allowing the ground to rise up , a Nature report claims ."," Extreme melting and changes to the climate may have released pressure on the continent, allowing the ground to rise up.", The ground on the continent is rising.,"ReleasedPressure(e),  AllowsToRise(a)","IsOnContinent(a, f),  IsRising(a)","[('  AllowsToRise(a)', '  IsRising(a)')]","[(' ground', ' The ground')]",[],ReleasedPressure(e) and AllowsToRise(a),"IsOnContinent(a, f) and IsRising(a)","(ReleasedPressure(e) and AllowsToRise(a) & (forall a (  AllowsToRise(a) ->   IsRising(a)))) -> (IsOnContinent(a, f) and IsRising(a))","(exists a (exists e (ReleasedPressure(e) and AllowsToRise(a))) & (forall h (  AllowsToRise(h) ->   IsRising(h)))) -> (exists a (exists f (IsOnContinent(a, f) and IsRising(a))))",0
71,appeal to emotion,0,Australia ’ s symbolic suicidal climate policy just makes everybody poorer ., Australia's climate policy is symbolic and suicidal.  , Australia's climate policy makes everybody poorer.,"IsSymbolic(a),  IsSuicidal(a)","MakesPoorer(a, b)","[('IsSymbolic(a)', 'MakesPoorer(a, b)'), ('  IsSuicidal(a)', 'MakesPoorer(a, b)')]","[("" Australia's climate policy"", "" Australia's climate policy"")]",[],IsSymbolic(a) and IsSuicidal(a),"MakesPoorer(a, b)","(IsSymbolic(a) and IsSuicidal(a) & (forall a (forall b (IsSymbolic(a) -> MakesPoorer(a, b)))) & (forall a (forall b (  IsSuicidal(a) -> MakesPoorer(a, b))))) -> (MakesPoorer(a, b))","(exists a (IsSymbolic(a) and IsSuicidal(a)) & (forall d (forall c (IsSymbolic(c) -> MakesPoorer(c,d)))) & (forall f (forall e (  IsSuicidal(e) -> MakesPoorer(e,f))))) -> (exists a (exists b (MakesPoorer(a, b))))",1
72,fallacy of relevance,0,"As the BBC reported in May , scientists suspect smallpox and the bubonic plague are trapped in Siberian ice , too — an abridged history of devastating human sickness , left out like egg salad in the Arctic sun .", Scientists suspect smallpox and the bubonic plague are trapped in Siberian ice.  , Smallpox and the bubonic plague could cause devastating human sickness.,"IsSuspected(c, a),  IsSuspected(c, b),  IsTrapped(a, d),  IsTrapped(b, d)","CouldCause(a, e),  CouldCause(b, e)",[],"[(' smallpox', ' Smallpox'), (' bubonic plague', ' bubonic plague')]","[(' smallpox', ' human sickness'), (' bubonic plague', ' human sickness')]","IsSuspected(c, a) and IsSuspected(c, b) and IsTrapped(a, d) and IsTrapped(b, d)","CouldCause(a, e) or CouldCause(b, e)","(exists b (exists a (IsSuspected(c, a) and IsSuspected(c, b) and IsTrapped(a, d) and IsTrapped(b, d)))) -> (forall e (CouldCause(a, e) or CouldCause(b, e)))","(exists a (exists b (exists d (exists c (IsSuspected(c, a) and IsSuspected(c, b) and IsTrapped(a, d) and IsTrapped(b, d)))))) -> (exists a (exists b (exists e (CouldCause(a, e) or CouldCause(b, e)))))",0
73,ad hominem,0,," ""Jenna loves spending time with the animals""  "," ""Everyone should give back to the community""","LovesSpendingTimeWith(a, b)","GiveBackTo(c, d)",[],[],"[(' Jenna', ' Everyone')]","LovesSpendingTimeWith(a, b)","GiveBackTo(c, d)","(exists a (LovesSpendingTimeWith(a, b))) -> (forall c (GiveBackTo(c, d)))","(exists a (exists b (LovesSpendingTimeWith(a, b)))) -> (exists d (exists c (GiveBackTo(c, d))))",0
74,false dilemma,0,"The highest record temperature ever reported was 136 degrees Fahrenheit in Libya in 1922 . The record high temperature for the United States was 134 degrees Fahrenheit in Death Valley , California in 1913 . Fossil fuel emissions in 1913 and 1922 were negligible compared to today ."," The highest record temperature ever reported was 136 degrees Fahrenheit in Libya in 1922. The record high temperature for the United States was 134 degrees Fahrenheit in Death Valley, California in 1913. Fossil fuel emissions in 1913 and 1922 were negligible compared to today.", High temperatures occurred without significant fossil fuel emissions.,"ReportedIn(b, c),  ReportedInYear(b, 1922),  RecordHighFor(d, e),  ReportedIn(d, f),  LocatedIn(f, g),  ReportedInYear(d, 1913),  EmissionsInYear(a, 1913),  EmissionsInYear(a, 1922),  NegligibleComparedTo(a, h)","OccurredWithout(i, a)","[('OccurredWithout(i, a)', '  NegligibleComparedTo(a, h)')]","[(' fossil fuel emissions', ' fossil fuel emissions')]","[(' The highest record temperature', ' High temperatures'), (' the record high temperature', ' High temperatures')]","ReportedIn(b, c) and ReportedInYear(b, 1922) and RecordHighFor(d, e) and ReportedIn(d, f) and LocatedIn(f, g) and ReportedInYear(d, 1913) and EmissionsInYear(a, 1913) and EmissionsInYear(a, 1922) and NegligibleComparedTo(a, h)","OccurredWithout(i, a)","(exists d (exists b (ReportedIn(b, c) and ReportedInYear(b, 1922) and RecordHighFor(d, e) and ReportedIn(d, f) and LocatedIn(f, g) and ReportedInYear(d, 1913) and EmissionsInYear(a, 1913) and EmissionsInYear(a, 1922) and NegligibleComparedTo(a, h))) & (forall a (forall h (forall i (OccurredWithout(i, a) ->   NegligibleComparedTo(a, h)))))) -> (forall i (OccurredWithout(i, a)))","(exists c (exists f (exists e (exists h (exists a (exists d (exists g (exists b (ReportedIn(b, c) and ReportedInYear(b, 1922) and RecordHighFor(d, e) and ReportedIn(d, f) and LocatedIn(f, g) and ReportedInYear(d, 1913) and EmissionsInYear(a, 1913) and EmissionsInYear(a, 1922) and NegligibleComparedTo(a, h))))))))) & (forall j (forall l (forall m (forall k (OccurredWithout(j,k) ->   NegligibleComparedTo(l,m))))))) -> (exists a (exists i (OccurredWithout(i, a))))",0
